compound	pvalue	fc
CPD_15336	1.04896246979155e-07	0.0838937371663244
CPD_18335	7.88185136250473e-06	0.428414864999502
CPD_33935	0.746462821104174	1.06914309255699
CPD_37459	4.33797675639145e-29	4.24814657911459
CPD_34384	0.0313592515333219	1.30562213989976
CPD_33009	1.10274332372105e-06	1.56886638633828
CPD_37088	0.423800172440656	1.05099864262168
CPD_38637	2.21251021592744e-07	0.760295903720879
CPD_18392	0.0329688583838862	0.785575206879766
CPD_20699	0.955495373795504	1.44147819305297
CPD_41965	0.00156095025265447	2.22163687676388
CPD_42090	0.0222108446713601	1.17311190193752
CPD_40687	0.17346114113108	1.70656565656566
CPD_41386	0.658587317557497	1.78827706020092
CPD_33028	0.105999014384849	0.871479928100659
CPD_32587	0.0635683943113418	0.816005162955792
CPD_32549	0.474600886985086	1.26417370325694
CPD_32709	0.00379970717489326	0.82086258776329
CPD_32894	2.40810785525714e-25	0.32193751712798
CPD_32518	0.279809873850586	0.933993399339934
CPD_32578	3.68665063259445e-12	3.20071007705091
CPD_32616	0.148213521997083	1.05743000717875
CPD_32632	0.00604655401578768	1.19941306993057
CPD_32649	0.158053261416214	0.995567144719687
CPD_32650	4.16871118032328e-37	0.268156664235769
CPD_32651	1.91904472485945e-25	0.420822351080654
CPD_32689	0.417947788669667	1.15051623336236
CPD_32698	4.45398349688458e-10	1.47873509102323
CPD_32740	1.83944807408871e-18	0.583327052084119
CPD_32754	0.980520277876393	0.724745594440308
CPD_32757	0.000568053886736101	0.830033192171226
CPD_32761	2.75299877386873e-21	0.316185503685504
CPD_32769	0.000569725508114095	0.86858097842601
CPD_32786	0.526937567797288	1.17627677100494
CPD_32828	0.975888011390438	1.01228312605558
CPD_32838	4.37924280231628e-11	2.51266781063894
CPD_32850	0.00060177158780249	0.886635158198766
CPD_32854	4.58460186094763e-09	0.207313064913722
CPD_32855	0.0355732605850006	1.1471244817689
CPD_32859	0.236375654802372	0.965698308783415
CPD_32867	0.103476348506364	0.917712284797199
CPD_32878	4.79764156233494e-07	0.822466335931963
CPD_32881	1.33353382903162e-17	0.501673803036201
CPD_32892	2.65351401062612e-10	0.611323922967938
CPD_32895	4.47671733268148e-14	0.523057485786481
CPD_32900	5.68082179240364e-15	10.7977379553467
CPD_32902	0.023986118071976	0.814628214037526
CPD_32928	2.27260753879807e-44	8.56845393024467
CPD_32974	0.17904069895893	1.56239281751236
CPD_32930	9.35156189709657e-31	0.142283419391853
CPD_32932	0.0012321838013967	1.31264456437934
CPD_32956	0.024500713957748	1.00378071833648
CPD_32958	0.186382456075617	0.947248864209995
CPD_33269	0.000215256914579966	1.72236503856041
CPD_32996	0.00387111745646913	0.654422875741021
CPD_33026	0.37554800921031	1.10037310703051
CPD_33031	0.0111819937354736	1.05634027187765
CPD_33144	0.00542892963595211	1.40612065721811
CPD_33159	1.99236000114167e-06	0.471586351576479
CPD_33172	2.2551967457348e-24	0.262643433914152
CPD_33248	2.49223052697994e-24	0.202757594828079
CPD_33206	0.000340500979808153	0.77109847459157
CPD_33220	1.7889851341777e-05	0.813043722287703
CPD_33225	0.27314342262058	1.14473436026407
CPD_33290	2.64760323930403e-26	0.341485684471402
CPD_33360	1.58369756115411e-08	0.588716395304809
CPD_33403	0.00290739774337398	0.681776357208582
CPD_33408	0.559877706136706	0.822712090848363
CPD_33508	0.0121428427187999	1.64086332369654
CPD_33515	9.4498353329339e-13	1.63084432918923
CPD_33519	0.000423256781728295	0.880311151784547
CPD_33542	6.08616238655181e-07	0.752679245283019
CPD_33600	0.32083003572319	0.956120092378753
CPD_33620	2.39303505666368e-06	0.477064220183486
CPD_33666	4.18829241611653e-39	0.127558145134107
CPD_33829	1.10485192666775e-09	0.695039032989171
CPD_33790	0.000244187068518684	0.593658332169297
CPD_33885	0.0542704734083264	0.598398556445246
CPD_33892	2.85197964575396e-10	0.617728531855956
CPD_33907	0.0704157595156331	0.952663102981902
CPD_33910	3.5941454327124e-11	2.12115490520022
CPD_34103	6.7821650256434e-18	0.163689309514476
CPD_34221	4.58950552209055e-19	3.78830694275274
CPD_34235	3.15744493113265e-11	0.586003110419907
CPD_34265	0.110365181616189	0.803432680041749
CPD_34307	NA	1
CPD_34375	3.01131858774121e-21	0.462791090111374
CPD_34328	2.78999909781667e-14	0.523005627275737
CPD_34349	6.58703521622528e-23	0.375987027636774
CPD_34351	0.991280109698149	0.73469387755102
CPD_34352	2.09214884664018e-32	0.115878828229028
CPD_34356	1.43484892318306e-08	0.721703399327606
CPD_37939	7.4935865547817e-14	2.0132357777047
CPD_34370	6.37835066060767e-18	0.325617743376005
CPD_34453	5.64604743279061e-09	0.778042170665609
CPD_34461	0.0235841044757288	1.68847163335352
CPD_34474	0.0441914619432964	1.2820537065053
CPD_34475	0.889039354432352	1.02026792932209
CPD_34483	0.0149435884109945	0.888882123721383
CPD_34486	0.148887140709219	1.08165914992483
CPD_34488	0.16424971310535	0.964722483537159
CPD_34499	0.00231780201908152	0.70414878397711
CPD_40821	6.64525789490772e-27	0.250541025165399
CPD_34527	4.98154692104804e-18	0.531833199392803
CPD_34529	6.85128603543445e-16	0.660485146774477
CPD_34532	5.02624773422749e-07	0.451668833983528
CPD_34535	0.477087151277931	0.923957481602616
CPD_34538	1.21814598967796e-26	2.17536720921
CPD_34539	1.73674655226135e-16	3.08100582963543
CPD_34544	0.000128605797524632	1.530529992611
CPD_34553	2.85195915260296e-07	1.88430028423341
CPD_34676	1.02389226457573e-09	4.24523187142995
CPD_34690	0.0219662585584679	0.603304516855082
CPD_34760	1	1.15339233038348
CPD_34774	0.654720014053703	0.992534855637282
CPD_34778	0.905471559046933	1.0843653250774
CPD_34790	0.0578585521725213	0.963913166055822
CPD_34835	0.570811517736573	1
CPD_34837	0.792956292775914	1.16501457725948
CPD_34851	0.570811517736573	1
CPD_34854	0.562283176213507	1.00507911701504
CPD_34868	0.151229424164816	0.835127478753541
CPD_34912	0.0457381667079736	0.87608654273206
CPD_34927	6.59483347527533e-15	1.2990996733328
CPD_35042	3.20126812895345e-08	1.79167427423772
CPD_35068	0.00958765523608911	0.740213523131673
CPD_35091	0.0166303328162699	0.958358923965115
CPD_35099	0.00977067534697436	0.798332555970149
CPD_35154	2.30250972976133e-11	3.0980100980101
CPD_35164	0.00400385346445072	0.807063851181498
CPD_35208	6.25333805519014e-13	4.74743701129453
CPD_35209	3.67805400309092e-14	6.34997688395747
CPD_35210	0.0301346615497801	0.928402566700439
CPD_35214	1.19788105330771e-12	3.64156843877796
CPD_35241	1.8147725486965e-06	1.40122615803815
CPD_35247	2.49366495141706e-25	7.00691454664057
CPD_35278	0.000406114016027298	1.79307878029151
CPD_35286	2.20669725174638e-05	0.870180959874115
CPD_35294	7.45494112352214e-05	0.743772721152551
CPD_35290	0.921894711056673	0.989172068355922
CPD_35321	1.92149203722351e-12	5.85585197934596
CPD_35335	0.000195318377691439	1.48920975003881
CPD_35336	7.6085448528766e-06	0.652369077306733
CPD_35338	1.82467750553006e-05	0.745891114535182
CPD_35430	0.320890925983144	0.900972053462941
CPD_35507	7.58660524781353e-23	0.273324298967997
CPD_35508	0.307119058481538	0.576285142924362
CPD_35518	3.89478403376041e-27	0.280080381813615
CPD_35544	0.00615955629904565	0.619894663619199
CPD_35547	8.90567517795216e-32	0.209831286988782
CPD_35739	5.95997883953709e-07	0.837931958210555
CPD_35754	0.00720823370564577	1.28179059180577
CPD_35766	0.293110960751175	0.955952228072429
CPD_35767	4.79800252025006e-06	0.729704426909188
CPD_35885	0.318192027482747	0.985718247365502
CPD_35919	0.32083003572319	1.0006038647343
CPD_35927	1	0.994163424124514
CPD_35978	7.11538141624383e-06	0.701182389937107
CPD_36032	0.492062638917948	1.4149990648962
CPD_36046	0.00035051849327545	1.84336939511465
CPD_36067	1.20775428722076e-11	4.45113132726849
CPD_36071	0.207540453906335	1.35960455097758
CPD_36118	0.0462200809198784	1.96755199198196
CPD_36119	1.2958186611582e-11	2.63136176066025
CPD_36121	0.668908773449919	1.41086986585535
CPD_36190	0.135543511687939	1.10028653295129
CPD_36198	9.86497001736634e-11	5.03740477082553
CPD_36246	6.93110207375238e-07	3.6644621668936
CPD_36257	2.01097339601932e-07	0.891263057929725
CPD_36272	1.01964798540717e-22	2.53610083573092
CPD_36273	0.000230355665172749	1.94858177429089
CPD_36310	3.05247538754375e-08	2.38055081127242
CPD_36384	2.84093666925772e-09	3.7844806616395
CPD_36430	0.0327544423493498	2.94871794871795
CPD_36517	4.11227578305085e-10	0.590978413890192
CPD_36521	0.00196663464476237	0.800284533568186
CPD_36523	4.31296589711059e-05	0.84706114918292
CPD_36527	3.8458363831009e-06	0.692293831461349
CPD_36533	9.03659788025671e-10	1.86191502463054
CPD_36540	4.11226772608991e-14	0.174288831081648
CPD_36623	0.0891221580281047	1.61402813552606
CPD_36854	1.08431632151127e-25	5.12154009936125
CPD_36927	0.000296663736395995	1.90763454317897
CPD_37277	2.79650192897081e-30	0.344884050274385
CPD_37291	3.47290346605661e-11	1.62832125603865
CPD_37301	0.01110684115143	1.36839284517988
CPD_37307	5.06995038623392e-10	2.43333333333333
CPD_37309	8.83888701981787e-12	2.80543867851021
CPD_37315	8.43949881005451e-27	3.19608610567515
CPD_37362	0.181914724189803	1.18723712835388
CPD_37364	0.000120790549995796	0.83001070377308
CPD_37548	0.0646123804041261	0.901612043698375
CPD_37571	3.17724882760349e-13	1.81419122068551
CPD_37584	0.0400117119984726	0.902718264595608
CPD_37598	0.000265146232896404	0.760346487006737
CPD_37610	8.46418309355666e-06	0.834318713048261
CPD_37618	5.07424850754908e-16	3.56292203806016
CPD_37622	3.40024652509938e-20	7.95507699432673
CPD_37629	0.0256975189081579	1.39535898741544
CPD_37633	1.77243940603781e-29	0.145768183193786
CPD_37663	0.213328211024789	1.0030588376417
CPD_37668	0.00192753605551128	1.35624955839751
CPD_37720	0.148725636779941	1.04254021498818
CPD_37730	0.000202929531165635	0.794527554021225
CPD_37732	0.0222651526090596	1.38908075538247
CPD_37734	3.93743612695478e-45	0.101717970678624
CPD_37742	3.97012953435472e-33	0.247802125705288
CPD_37751	5.16113037490259e-23	0.479792063259628
CPD_37881	2.96922983706361e-25	0.237005324112191
CPD_37771	0.57191985603079	0.932108888160052
CPD_37782	2.90664060089747e-26	0.265603248259861
CPD_37795	4.20002431579428e-11	0.494750656167979
CPD_37837	1.91150279547329e-22	7.71969981238274
CPD_37814	0.158414483241224	1.55642213014867
CPD_37821	0.143021862050984	0.836800218601633
CPD_37825	7.20315240447744e-20	0.218772507459615
CPD_37826	0.0882092743534944	1.14118389675971
CPD_37827	8.00175304573428e-05	0.0996168856743886
CPD_37828	0.0607281862269542	1.16147779161478
CPD_37829	0.463612848752449	1.07653411573756
CPD_37830	0.282753813680737	1.88817330210773
CPD_37840	3.26083157082364e-14	6.6179415298358
CPD_37841	0.01677362360977	0.926846747519294
CPD_37843	2.01098382403226e-06	0.853221219240757
CPD_37844	0.000158549405310091	0.096512553967389
CPD_37850	3.41617325075867e-21	0.181369024146969
CPD_37851	6.15730848463081e-12	0.0715056082830026
CPD_37855	0.720565345284657	0.854972241161001
CPD_37858	3.5075576612418e-11	0.269291930494116
CPD_37861	0.0044902694357917	0.0827799422685616
CPD_37873	0.827001539479934	1.01380398343522
CPD_37913	0.225175922870865	0.826187717265353
CPD_37927	5.72072084316324e-10	3.4450628080776
CPD_37929	1.15534184568402e-07	1.8875315258512
CPD_37938	0.396572586410661	0.945379796397807
CPD_37940	2.94501191880027e-16	16.4482894997034
CPD_38062	3.78088363721412e-28	2.70941819350691
CPD_38063	0.00053936153249346	1.41098546042003
CPD_38081	0.559455871986055	0.979684249173908
CPD_38082	0.559455871986055	0.982133473462953
CPD_38191	0.00252791859623159	1.99025552187094
CPD_38508	3.2343382105396e-25	0.216280390233831
CPD_38537	0.140172408016603	1.1721888286175
CPD_38546	0.0323780635150713	0.887723816531763
CPD_38740	6.62407406288631e-09	0.596049956433343
CPD_38744	1.06704473563134e-06	2.09121075470093
CPD_38775	0.00578280328457959	0.920699668141593
CPD_38821	2.32452271638415e-09	2.22760115606936
CPD_38822	1.24785461266925e-08	1.87896307348004
CPD_38841	NA	1
CPD_38861	1.12361692016283e-06	1.14116662682285
CPD_38904	5.198028051685e-08	2.00874148348117
CPD_38905	1.9548502096534e-07	3.27219852656068
CPD_38937	2.99389577934554e-10	2.96594202898551
CPD_38948	1.72242094018664e-08	1.74568021416403
CPD_38949	1.09766041457684e-06	1.18032329988852
CPD_39040	6.79358538337729e-18	5.43792953458025
CPD_39048	8.15699460899483e-05	2.31647106434642
CPD_39199	0.114792259466744	0.901522389961144
CPD_39272	5.1378376488948e-13	1.93929860275747
CPD_39515	0.115313395717987	0.86524876566654
CPD_39523	0.103644897446916	0.800694825379411
CPD_39530	0.00359163942216004	0.264980949082092
CPD_39550	2.59892666782003e-05	0.86577752553916
CPD_39551	0.291932734304531	1.69527728786988
CPD_39561	1.32686401711861e-07	0.781416014681735
CPD_39576	0.565120830408683	0.994132348147343
CPD_39641	1.94038950101269e-06	0.726573265962334
CPD_39715	0.856483261105689	0.999227127813738
CPD_39729	1.03392162472231e-23	0.271569542605681
CPD_39738	3.81189489284291e-07	1.96383763837638
CPD_39751	0.562283176213507	0.771428571428571
CPD_39752	1.67346860376762e-10	0.443951306112097
CPD_39800	0.714247046689115	0.804511278195489
CPD_39811	0.265564724247746	0.588139120095125
CPD_39949	3.31410203509356e-10	0.59937279498236
CPD_39962	0.0687402102867168	0.75075399760997
CPD_40097	1.30288864893885e-37	0.377061996716441
CPD_40104	0.10074787207526	1.12619747094137
CPD_40125	1.40177296794235e-37	0.130989478315064
CPD_40139	2.04822564956957e-21	0.309308221658819
CPD_40157	NA	1
CPD_40159	9.83920628274878e-14	0.579171597633136
CPD_40160	NA	1
CPD_40163	0.158053261416214	0.951724137931034
CPD_40218	2.19669107609416e-05	0.806703039750585
CPD_40291	0.247534836057809	0.849446849446849
CPD_40331	4.37017959253073e-05	0.305347500435464
CPD_40384	5.88137968988801e-05	1.50821114369501
CPD_40584	0.0676667705990293	0.9536943603543
CPD_40789	0.158053261416214	0.928440366972477
CPD_40803	5.23419867184343e-10	0.67794043412418
CPD_41213	0.0265942997428741	0.861952614978361
CPD_41215	0.00282421358291344	0.859992849481587
CPD_41265	1.94814832163598e-07	2.11649505350293
CPD_41268	1.60163604788846e-06	1.6791429346352
CPD_41282	0.188623656654313	1.60657428295198
CPD_41322	0.0523284063129347	1.04102817597627
CPD_41484	0.0101903600759646	0.7864017385905
CPD_41491	0.186383720794584	0.910588599272952
CPD_41548	0.738043207299505	1.0461707585196
CPD_41549	0.0565875616132005	1.73842384646795
CPD_41550	1.61768429041329e-08	4.07880693033117
CPD_41551	4.68999129859156e-14	4.67987927565392
CPD_41559	4.28794388232482e-05	1.39151011042593
CPD_41742	0.987347458155993	0.198581560283688
CPD_41783	5.70576343587964e-07	0.592019795855243
CPD_42137	0.481452559488994	1.0937054970094
CPD_42173	0.143421928197041	1.07867628122586
CPD_42175	0.000239078748827246	0.471954742416948
CPD_42193	0.145320235425411	0.827957540638941
CPD_42228	0.00121572816661634	1.40646060887753
CPD_42268	0.101737617990333	0.756453012928868
CPD_42274	0.0173183823913167	1.03558996945372
